BookId,Author,Description,Isbn,Name,Price,Type
1963,Author_1963,Description_1963,Isbn_1963,Name_1963,51.0,Type_1963
1964,Author_1964,Description_1964,Isbn_1964,Name_1964,63.0,Type_1964
1965,Author_1965,Description_1965,Isbn_1965,Name_1965,14.0,Type_1965
1966,Author_1966,Description_1966,Isbn_1966,Name_1966,28.0,Type_1966
1967,Author_1967,Description_1967,Isbn_1967,Name_1967,1.0,Type_1967
1968,Author_1968,Description_1968,Isbn_1968,Name_1968,44.0,Type_1968
1969,Author_1969,Description_1969,Isbn_1969,Name_1969,12.0,Type_1969
1970,Author_1970,Description_1970,Isbn_1970,Name_1970,24.0,Type_1970
1971,Author_1971,Description_1971,Isbn_1971,Name_1971,39.0,Type_1971
1972,Author_1972,Description_1972,Isbn_1972,Name_1972,64.0,Type_1972
1973,Author_1973,Description_1973,Isbn_1973,Name_1973,52.0,Type_1973
1974,Author_1974,Description_1974,Isbn_1974,Name_1974,61.0,Type_1974
1975,Author_1975,Description_1975,Isbn_1975,Name_1975,68.0,Type_1975
1976,Author_1976,Description_1976,Isbn_1976,Name_1976,51.0,Type_1976
1977,Author_1977,Description_1977,Isbn_1977,Name_1977,27.0,Type_1977
1978,Author_1978,Description_1978,Isbn_1978,Name_1978,11.0,Type_1978
1979,Author_1979,Description_1979,Isbn_1979,Name_1979,47.0,Type_1979
1980,Author_1980,Description_1980,Isbn_1980,Name_1980,60.0,Type_1980
1981,Author_1981,Description_1981,Isbn_1981,Name_1981,88.0,Type_1981
1982,Author_1982,Description_1982,Isbn_1982,Name_1982,59.0,Type_1982
1983,Author_1983,Description_1983,Isbn_1983,Name_1983,86.0,Type_1983
1984,Author_1984,Description_1984,Isbn_1984,Name_1984,4.0,Type_1984
1985,Author_1985,Description_1985,Isbn_1985,Name_1985,82.0,Type_1985
1986,Author_1986,Description_1986,Isbn_1986,Name_1986,22.0,Type_1986
1987,Author_1987,Description_1987,Isbn_1987,Name_1987,1.0,Type_1987
1988,Author_1988,Description_1988,Isbn_1988,Name_1988,24.0,Type_1988
1989,Author_1989,Description_1989,Isbn_1989,Name_1989,67.0,Type_1989
1990,Author_1990,Description_1990,Isbn_1990,Name_1990,62.0,Type_1990
1991,Author_1991,Description_1991,Isbn_1991,Name_1991,73.0,Type_1991
1992,Author_1992,Description_1992,Isbn_1992,Name_1992,85.0,Type_1992
1993,Author_1993,Description_1993,Isbn_1993,Name_1993,36.0,Type_1993
1994,Author_1994,Description_1994,Isbn_1994,Name_1994,61.0,Type_1994
1995,Author_1995,Description_1995,Isbn_1995,Name_1995,29.0,Type_1995
1996,Author_1996,Description_1996,Isbn_1996,Name_1996,67.0,Type_1996
1997,Author_1997,Description_1997,Isbn_1997,Name_1997,39.0,Type_1997
1998,Author_1998,Description_1998,Isbn_1998,Name_1998,27.0,Type_1998
1999,Author_1999,Description_1999,Isbn_1999,Name_1999,70.0,Type_1999
2000,Author_2000,Description_2000,Isbn_2000,Name_2000,28.0,Type_2000
2001,Author_2001,Description_2001,Isbn_2001,Name_2001,18.0,Type_2001
2002,Author_2002,Description_2002,Isbn_2002,Name_2002,0.0,Type_2002
2003,Author_2003,Description_2003,Isbn_2003,Name_2003,34.0,Type_2003
2004,Author_2004,Description_2004,Isbn_2004,Name_2004,76.0,Type_2004
2005,Author_2005,Description_2005,Isbn_2005,Name_2005,5.0,Type_2005
2006,Author_2006,Description_2006,Isbn_2006,Name_2006,25.0,Type_2006
2007,Author_2007,Description_2007,Isbn_2007,Name_2007,27.0,Type_2007
2008,Author_2008,Description_2008,Isbn_2008,Name_2008,54.0,Type_2008
2009,Author_2009,Description_2009,Isbn_2009,Name_2009,8.0,Type_2009
2010,Author_2010,Description_2010,Isbn_2010,Name_2010,40.0,Type_2010
2011,Author_2011,Description_2011,Isbn_2011,Name_2011,31.0,Type_2011
2012,Author_2012,Description_2012,Isbn_2012,Name_2012,65.0,Type_2012
2013,Author_2013,Description_2013,Isbn_2013,Name_2013,1.0,Type_2013
2014,Author_2014,Description_2014,Isbn_2014,Name_2014,32.0,Type_2014
2015,Author_2015,Description_2015,Isbn_2015,Name_2015,62.0,Type_2015
2016,Author_2016,Description_2016,Isbn_2016,Name_2016,28.0,Type_2016
2017,Author_2017,Description_2017,Isbn_2017,Name_2017,73.0,Type_2017
2018,Author_2018,Description_2018,Isbn_2018,Name_2018,34.0,Type_2018
2019,Author_2019,Description_2019,Isbn_2019,Name_2019,34.0,Type_2019
2020,Author_2020,Description_2020,Isbn_2020,Name_2020,37.0,Type_2020
2021,Author_2021,Description_2021,Isbn_2021,Name_2021,66.0,Type_2021
2022,Author_2022,Description_2022,Isbn_2022,Name_2022,81.0,Type_2022
2023,Author_2023,Description_2023,Isbn_2023,Name_2023,11.0,Type_2023
2024,Author_2024,Description_2024,Isbn_2024,Name_2024,41.0,Type_2024
2025,Author_2025,Description_2025,Isbn_2025,Name_2025,46.0,Type_2025
2026,Author_2026,Description_2026,Isbn_2026,Name_2026,39.0,Type_2026
2027,Author_2027,Description_2027,Isbn_2027,Name_2027,39.0,Type_2027
2028,Author_2028,Description_2028,Isbn_2028,Name_2028,10.0,Type_2028
2029,Author_2029,Description_2029,Isbn_2029,Name_2029,89.0,Type_2029
2030,Author_2030,Description_2030,Isbn_2030,Name_2030,85.0,Type_2030
2031,Author_2031,Description_2031,Isbn_2031,Name_2031,45.0,Type_2031
2032,Author_2032,Description_2032,Isbn_2032,Name_2032,40.0,Type_2032
2033,Author_2033,Description_2033,Isbn_2033,Name_2033,21.0,Type_2033
2034,Author_2034,Description_2034,Isbn_2034,Name_2034,22.0,Type_2034
2035,Author_2035,Description_2035,Isbn_2035,Name_2035,78.0,Type_2035
2036,Author_2036,Description_2036,Isbn_2036,Name_2036,7.0,Type_2036
2037,Author_2037,Description_2037,Isbn_2037,Name_2037,16.0,Type_2037
2038,Author_2038,Description_2038,Isbn_2038,Name_2038,10.0,Type_2038
2039,Author_2039,Description_2039,Isbn_2039,Name_2039,19.0,Type_2039
2040,Author_2040,Description_2040,Isbn_2040,Name_2040,76.0,Type_2040
2041,Author_2041,Description_2041,Isbn_2041,Name_2041,35.0,Type_2041
2042,Author_2042,Description_2042,Isbn_2042,Name_2042,74.0,Type_2042
2043,Author_2043,Description_2043,Isbn_2043,Name_2043,44.0,Type_2043
2044,Author_2044,Description_2044,Isbn_2044,Name_2044,67.0,Type_2044
2045,Author_2045,Description_2045,Isbn_2045,Name_2045,82.0,Type_2045
2046,Author_2046,Description_2046,Isbn_2046,Name_2046,78.0,Type_2046
2047,Author_2047,Description_2047,Isbn_2047,Name_2047,50.0,Type_2047
2048,Author_2048,Description_2048,Isbn_2048,Name_2048,8.0,Type_2048
2049,Author_2049,Description_2049,Isbn_2049,Name_2049,41.0,Type_2049
2050,Author_2050,Description_2050,Isbn_2050,Name_2050,35.0,Type_2050
2051,Author_2051,Description_2051,Isbn_2051,Name_2051,53.0,Type_2051
2052,Author_2052,Description_2052,Isbn_2052,Name_2052,67.0,Type_2052
2053,Author_2053,Description_2053,Isbn_2053,Name_2053,40.0,Type_2053
2054,Author_2054,Description_2054,Isbn_2054,Name_2054,73.0,Type_2054
2055,Author_2055,Description_2055,Isbn_2055,Name_2055,80.0,Type_2055
2056,Author_2056,Description_2056,Isbn_2056,Name_2056,42.0,Type_2056
2057,Author_2057,Description_2057,Isbn_2057,Name_2057,52.0,Type_2057
2058,Author_2058,Description_2058,Isbn_2058,Name_2058,50.0,Type_2058
2059,Author_2059,Description_2059,Isbn_2059,Name_2059,28.0,Type_2059
2060,Author_2060,Description_2060,Isbn_2060,Name_2060,6.0,Type_2060
2061,Author_2061,Description_2061,Isbn_2061,Name_2061,48.0,Type_2061
2062,Author_2062,Description_2062,Isbn_2062,Name_2062,5.0,Type_2062
2063,Author_2063,Description_2063,Isbn_2063,Name_2063,56.0,Type_2063
2064,Author_2064,Description_2064,Isbn_2064,Name_2064,76.0,Type_2064
2065,Author_2065,Description_2065,Isbn_2065,Name_2065,73.0,Type_2065
2066,Author_2066,Description_2066,Isbn_2066,Name_2066,55.0,Type_2066
2067,Author_2067,Description_2067,Isbn_2067,Name_2067,4.0,Type_2067
2068,Author_2068,Description_2068,Isbn_2068,Name_2068,72.0,Type_2068
2069,Author_2069,Description_2069,Isbn_2069,Name_2069,35.0,Type_2069
2070,Author_2070,Description_2070,Isbn_2070,Name_2070,58.0,Type_2070
2071,Author_2071,Description_2071,Isbn_2071,Name_2071,8.0,Type_2071
2072,Author_2072,Description_2072,Isbn_2072,Name_2072,81.0,Type_2072
2073,Author_2073,Description_2073,Isbn_2073,Name_2073,75.0,Type_2073
2074,Author_2074,Description_2074,Isbn_2074,Name_2074,4.0,Type_2074
2075,Author_2075,Description_2075,Isbn_2075,Name_2075,46.0,Type_2075
2076,Author_2076,Description_2076,Isbn_2076,Name_2076,13.0,Type_2076
2077,Author_2077,Description_2077,Isbn_2077,Name_2077,87.0,Type_2077
2078,Author_2078,Description_2078,Isbn_2078,Name_2078,74.0,Type_2078
2079,Author_2079,Description_2079,Isbn_2079,Name_2079,48.0,Type_2079
2080,Author_2080,Description_2080,Isbn_2080,Name_2080,73.0,Type_2080
2081,Author_2081,Description_2081,Isbn_2081,Name_2081,79.0,Type_2081
2082,Author_2082,Description_2082,Isbn_2082,Name_2082,78.0,Type_2082
2083,Author_2083,Description_2083,Isbn_2083,Name_2083,14.0,Type_2083
2084,Author_2084,Description_2084,Isbn_2084,Name_2084,55.0,Type_2084
2085,Author_2085,Description_2085,Isbn_2085,Name_2085,72.0,Type_2085
2086,Author_2086,Description_2086,Isbn_2086,Name_2086,10.0,Type_2086
2087,Author_2087,Description_2087,Isbn_2087,Name_2087,24.0,Type_2087
2088,Author_2088,Description_2088,Isbn_2088,Name_2088,85.0,Type_2088
2089,Author_2089,Description_2089,Isbn_2089,Name_2089,38.0,Type_2089
2090,Author_2090,Description_2090,Isbn_2090,Name_2090,49.0,Type_2090
2091,Author_2091,Description_2091,Isbn_2091,Name_2091,75.0,Type_2091
2092,Author_2092,Description_2092,Isbn_2092,Name_2092,34.0,Type_2092
2093,Author_2093,Description_2093,Isbn_2093,Name_2093,74.0,Type_2093
2094,Author_2094,Description_2094,Isbn_2094,Name_2094,47.0,Type_2094
2095,Author_2095,Description_2095,Isbn_2095,Name_2095,48.0,Type_2095
2096,Author_2096,Description_2096,Isbn_2096,Name_2096,83.0,Type_2096
2097,Author_2097,Description_2097,Isbn_2097,Name_2097,73.0,Type_2097
2098,Author_2098,Description_2098,Isbn_2098,Name_2098,14.0,Type_2098
2099,Author_2099,Description_2099,Isbn_2099,Name_2099,27.0,Type_2099
2100,Author_2100,Description_2100,Isbn_2100,Name_2100,16.0,Type_2100
2101,Author_2101,Description_2101,Isbn_2101,Name_2101,88.0,Type_2101
2102,Author_2102,Description_2102,Isbn_2102,Name_2102,1.0,Type_2102
2103,Author_2103,Description_2103,Isbn_2103,Name_2103,60.0,Type_2103
2104,Author_2104,Description_2104,Isbn_2104,Name_2104,44.0,Type_2104
2105,Author_2105,Description_2105,Isbn_2105,Name_2105,10.0,Type_2105
2106,Author_2106,Description_2106,Isbn_2106,Name_2106,9.0,Type_2106
2107,Author_2107,Description_2107,Isbn_2107,Name_2107,17.0,Type_2107
2108,Author_2108,Description_2108,Isbn_2108,Name_2108,54.0,Type_2108
2109,Author_2109,Description_2109,Isbn_2109,Name_2109,26.0,Type_2109
2110,Author_2110,Description_2110,Isbn_2110,Name_2110,17.0,Type_2110
2111,Author_2111,Description_2111,Isbn_2111,Name_2111,82.0,Type_2111
2112,Author_2112,Description_2112,Isbn_2112,Name_2112,27.0,Type_2112
2113,Author_2113,Description_2113,Isbn_2113,Name_2113,0.0,Type_2113
2114,Author_2114,Description_2114,Isbn_2114,Name_2114,76.0,Type_2114
2115,Author_2115,Description_2115,Isbn_2115,Name_2115,88.0,Type_2115
2116,Author_2116,Description_2116,Isbn_2116,Name_2116,13.0,Type_2116
2117,Author_2117,Description_2117,Isbn_2117,Name_2117,66.0,Type_2117
2118,Author_2118,Description_2118,Isbn_2118,Name_2118,88.0,Type_2118
2119,Author_2119,Description_2119,Isbn_2119,Name_2119,37.0,Type_2119
2120,Author_2120,Description_2120,Isbn_2120,Name_2120,37.0,Type_2120
2121,Author_2121,Description_2121,Isbn_2121,Name_2121,52.0,Type_2121
2122,Author_2122,Description_2122,Isbn_2122,Name_2122,43.0,Type_2122
2123,Author_2123,Description_2123,Isbn_2123,Name_2123,2.0,Type_2123
2124,Author_2124,Description_2124,Isbn_2124,Name_2124,0.0,Type_2124
2125,Author_2125,Description_2125,Isbn_2125,Name_2125,37.0,Type_2125
2126,Author_2126,Description_2126,Isbn_2126,Name_2126,36.0,Type_2126
2127,Author_2127,Description_2127,Isbn_2127,Name_2127,76.0,Type_2127
2128,Author_2128,Description_2128,Isbn_2128,Name_2128,69.0,Type_2128
2129,Author_2129,Description_2129,Isbn_2129,Name_2129,55.0,Type_2129
2130,Author_2130,Description_2130,Isbn_2130,Name_2130,29.0,Type_2130
2131,Author_2131,Description_2131,Isbn_2131,Name_2131,7.0,Type_2131
2132,Author_2132,Description_2132,Isbn_2132,Name_2132,54.0,Type_2132
2133,Author_2133,Description_2133,Isbn_2133,Name_2133,81.0,Type_2133
2134,Author_2134,Description_2134,Isbn_2134,Name_2134,61.0,Type_2134
2135,Author_2135,Description_2135,Isbn_2135,Name_2135,46.0,Type_2135
2136,Author_2136,Description_2136,Isbn_2136,Name_2136,7.0,Type_2136
2137,Author_2137,Description_2137,Isbn_2137,Name_2137,57.0,Type_2137
2138,Author_2138,Description_2138,Isbn_2138,Name_2138,19.0,Type_2138
2139,Author_2139,Description_2139,Isbn_2139,Name_2139,44.0,Type_2139
2140,Author_2140,Description_2140,Isbn_2140,Name_2140,89.0,Type_2140
2141,Author_2141,Description_2141,Isbn_2141,Name_2141,77.0,Type_2141
2142,Author_2142,Description_2142,Isbn_2142,Name_2142,59.0,Type_2142
2143,Author_2143,Description_2143,Isbn_2143,Name_2143,8.0,Type_2143
2144,Author_2144,Description_2144,Isbn_2144,Name_2144,20.0,Type_2144
2145,Author_2145,Description_2145,Isbn_2145,Name_2145,68.0,Type_2145
2146,Author_2146,Description_2146,Isbn_2146,Name_2146,57.0,Type_2146
2147,Author_2147,Description_2147,Isbn_2147,Name_2147,56.0,Type_2147
2148,Author_2148,Description_2148,Isbn_2148,Name_2148,28.0,Type_2148
2149,Author_2149,Description_2149,Isbn_2149,Name_2149,34.0,Type_2149
2150,Author_2150,Description_2150,Isbn_2150,Name_2150,84.0,Type_2150
2151,Author_2151,Description_2151,Isbn_2151,Name_2151,22.0,Type_2151
2152,Author_2152,Description_2152,Isbn_2152,Name_2152,64.0,Type_2152
2153,Author_2153,Description_2153,Isbn_2153,Name_2153,36.0,Type_2153
2154,Author_2154,Description_2154,Isbn_2154,Name_2154,53.0,Type_2154
2155,Author_2155,Description_2155,Isbn_2155,Name_2155,2.0,Type_2155
2156,Author_2156,Description_2156,Isbn_2156,Name_2156,49.0,Type_2156
2157,Author_2157,Description_2157,Isbn_2157,Name_2157,58.0,Type_2157
2158,Author_2158,Description_2158,Isbn_2158,Name_2158,12.0,Type_2158
2159,Author_2159,Description_2159,Isbn_2159,Name_2159,50.0,Type_2159
2160,Author_2160,Description_2160,Isbn_2160,Name_2160,46.0,Type_2160
2161,Author_2161,Description_2161,Isbn_2161,Name_2161,21.0,Type_2161
2162,Author_2162,Description_2162,Isbn_2162,Name_2162,8.0,Type_2162
2163,Author_2163,Description_2163,Isbn_2163,Name_2163,39.0,Type_2163
2164,Author_2164,Description_2164,Isbn_2164,Name_2164,67.0,Type_2164
2165,Author_2165,Description_2165,Isbn_2165,Name_2165,42.0,Type_2165
2166,Author_2166,Description_2166,Isbn_2166,Name_2166,15.0,Type_2166
2167,Author_2167,Description_2167,Isbn_2167,Name_2167,76.0,Type_2167
2168,Author_2168,Description_2168,Isbn_2168,Name_2168,58.0,Type_2168
2169,Author_2169,Description_2169,Isbn_2169,Name_2169,44.0,Type_2169
2170,Author_2170,Description_2170,Isbn_2170,Name_2170,85.0,Type_2170
2171,Author_2171,Description_2171,Isbn_2171,Name_2171,6.0,Type_2171
2172,Author_2172,Description_2172,Isbn_2172,Name_2172,17.0,Type_2172
2173,Author_2173,Description_2173,Isbn_2173,Name_2173,63.0,Type_2173
2174,Author_2174,Description_2174,Isbn_2174,Name_2174,34.0,Type_2174
2175,Author_2175,Description_2175,Isbn_2175,Name_2175,79.0,Type_2175
2176,Author_2176,Description_2176,Isbn_2176,Name_2176,26.0,Type_2176
2177,Author_2177,Description_2177,Isbn_2177,Name_2177,26.0,Type_2177
2178,Author_2178,Description_2178,Isbn_2178,Name_2178,65.0,Type_2178
2179,Author_2179,Description_2179,Isbn_2179,Name_2179,10.0,Type_2179
2180,Author_2180,Description_2180,Isbn_2180,Name_2180,26.0,Type_2180
2181,Author_2181,Description_2181,Isbn_2181,Name_2181,55.0,Type_2181
2182,Author_2182,Description_2182,Isbn_2182,Name_2182,26.0,Type_2182
2183,Author_2183,Description_2183,Isbn_2183,Name_2183,67.0,Type_2183
2184,Author_2184,Description_2184,Isbn_2184,Name_2184,69.0,Type_2184
2185,Author_2185,Description_2185,Isbn_2185,Name_2185,54.0,Type_2185
2186,Author_2186,Description_2186,Isbn_2186,Name_2186,73.0,Type_2186
2187,Author_2187,Description_2187,Isbn_2187,Name_2187,12.0,Type_2187
2188,Author_2188,Description_2188,Isbn_2188,Name_2188,11.0,Type_2188
2189,Author_2189,Description_2189,Isbn_2189,Name_2189,51.0,Type_2189
2190,Author_2190,Description_2190,Isbn_2190,Name_2190,31.0,Type_2190
2191,Author_2191,Description_2191,Isbn_2191,Name_2191,24.0,Type_2191
2192,Author_2192,Description_2192,Isbn_2192,Name_2192,46.0,Type_2192
2193,Author_2193,Description_2193,Isbn_2193,Name_2193,6.0,Type_2193
2194,Author_2194,Description_2194,Isbn_2194,Name_2194,89.0,Type_2194
2195,Author_2195,Description_2195,Isbn_2195,Name_2195,16.0,Type_2195
2196,Author_2196,Description_2196,Isbn_2196,Name_2196,38.0,Type_2196
2197,Author_2197,Description_2197,Isbn_2197,Name_2197,80.0,Type_2197
2198,Author_2198,Description_2198,Isbn_2198,Name_2198,0.0,Type_2198
2199,Author_2199,Description_2199,Isbn_2199,Name_2199,66.0,Type_2199
2200,Author_2200,Description_2200,Isbn_2200,Name_2200,60.0,Type_2200
2201,Author_2201,Description_2201,Isbn_2201,Name_2201,3.0,Type_2201
2202,Author_2202,Description_2202,Isbn_2202,Name_2202,61.0,Type_2202
2203,Author_2203,Description_2203,Isbn_2203,Name_2203,73.0,Type_2203
2204,Author_2204,Description_2204,Isbn_2204,Name_2204,13.0,Type_2204
2205,Author_2205,Description_2205,Isbn_2205,Name_2205,26.0,Type_2205
2206,Author_2206,Description_2206,Isbn_2206,Name_2206,46.0,Type_2206
2207,Author_2207,Description_2207,Isbn_2207,Name_2207,55.0,Type_2207
2208,Author_2208,Description_2208,Isbn_2208,Name_2208,83.0,Type_2208
2209,Author_2209,Description_2209,Isbn_2209,Name_2209,37.0,Type_2209
2210,Author_2210,Description_2210,Isbn_2210,Name_2210,51.0,Type_2210
2211,Author_2211,Description_2211,Isbn_2211,Name_2211,23.0,Type_2211
2212,Author_2212,Description_2212,Isbn_2212,Name_2212,56.0,Type_2212
2213,Author_2213,Description_2213,Isbn_2213,Name_2213,73.0,Type_2213
2214,Author_2214,Description_2214,Isbn_2214,Name_2214,56.0,Type_2214
2215,Author_2215,Description_2215,Isbn_2215,Name_2215,82.0,Type_2215
2216,Author_2216,Description_2216,Isbn_2216,Name_2216,34.0,Type_2216
2217,Author_2217,Description_2217,Isbn_2217,Name_2217,61.0,Type_2217
2218,Author_2218,Description_2218,Isbn_2218,Name_2218,33.0,Type_2218
2219,Author_2219,Description_2219,Isbn_2219,Name_2219,55.0,Type_2219
2220,Author_2220,Description_2220,Isbn_2220,Name_2220,25.0,Type_2220
2221,Author_2221,Description_2221,Isbn_2221,Name_2221,44.0,Type_2221
2222,Author_2222,Description_2222,Isbn_2222,Name_2222,30.0,Type_2222
2223,Author_2223,Description_2223,Isbn_2223,Name_2223,38.0,Type_2223
2224,Author_2224,Description_2224,Isbn_2224,Name_2224,57.0,Type_2224
2225,Author_2225,Description_2225,Isbn_2225,Name_2225,66.0,Type_2225
2226,Author_2226,Description_2226,Isbn_2226,Name_2226,83.0,Type_2226
2227,Author_2227,Description_2227,Isbn_2227,Name_2227,38.0,Type_2227
2228,Author_2228,Description_2228,Isbn_2228,Name_2228,32.0,Type_2228
2229,Author_2229,Description_2229,Isbn_2229,Name_2229,43.0,Type_2229
2230,Author_2230,Description_2230,Isbn_2230,Name_2230,10.0,Type_2230
2231,Author_2231,Description_2231,Isbn_2231,Name_2231,13.0,Type_2231
2232,Author_2232,Description_2232,Isbn_2232,Name_2232,51.0,Type_2232
2233,Author_2233,Description_2233,Isbn_2233,Name_2233,64.0,Type_2233
2234,Author_2234,Description_2234,Isbn_2234,Name_2234,20.0,Type_2234
2235,Author_2235,Description_2235,Isbn_2235,Name_2235,14.0,Type_2235
2236,Author_2236,Description_2236,Isbn_2236,Name_2236,52.0,Type_2236
2237,Author_2237,Description_2237,Isbn_2237,Name_2237,52.0,Type_2237
2238,Author_2238,Description_2238,Isbn_2238,Name_2238,77.0,Type_2238
2239,Author_2239,Description_2239,Isbn_2239,Name_2239,26.0,Type_2239
2240,Author_2240,Description_2240,Isbn_2240,Name_2240,24.0,Type_2240
2241,Author_2241,Description_2241,Isbn_2241,Name_2241,25.0,Type_2241
2242,Author_2242,Description_2242,Isbn_2242,Name_2242,50.0,Type_2242
2243,Author_2243,Description_2243,Isbn_2243,Name_2243,78.0,Type_2243
2244,Author_2244,Description_2244,Isbn_2244,Name_2244,22.0,Type_2244
2245,Author_2245,Description_2245,Isbn_2245,Name_2245,42.0,Type_2245
2246,Author_2246,Description_2246,Isbn_2246,Name_2246,65.0,Type_2246
2247,Author_2247,Description_2247,Isbn_2247,Name_2247,76.0,Type_2247
2248,Author_2248,Description_2248,Isbn_2248,Name_2248,24.0,Type_2248
2249,Author_2249,Description_2249,Isbn_2249,Name_2249,65.0,Type_2249
2250,Author_2250,Description_2250,Isbn_2250,Name_2250,9.0,Type_2250
2251,Author_2251,Description_2251,Isbn_2251,Name_2251,81.0,Type_2251
2252,Author_2252,Description_2252,Isbn_2252,Name_2252,45.0,Type_2252
2253,Author_2253,Description_2253,Isbn_2253,Name_2253,33.0,Type_2253
2254,Author_2254,Description_2254,Isbn_2254,Name_2254,70.0,Type_2254
2255,Author_2255,Description_2255,Isbn_2255,Name_2255,88.0,Type_2255
2256,Author_2256,Description_2256,Isbn_2256,Name_2256,31.0,Type_2256
2257,Author_2257,Description_2257,Isbn_2257,Name_2257,85.0,Type_2257
2258,Author_2258,Description_2258,Isbn_2258,Name_2258,38.0,Type_2258
2259,Author_2259,Description_2259,Isbn_2259,Name_2259,24.0,Type_2259
2260,Author_2260,Description_2260,Isbn_2260,Name_2260,76.0,Type_2260
2261,Author_2261,Description_2261,Isbn_2261,Name_2261,15.0,Type_2261
2262,Author_2262,Description_2262,Isbn_2262,Name_2262,81.0,Type_2262
2263,Author_2263,Description_2263,Isbn_2263,Name_2263,33.0,Type_2263
2264,Author_2264,Description_2264,Isbn_2264,Name_2264,2.0,Type_2264
2265,Author_2265,Description_2265,Isbn_2265,Name_2265,23.0,Type_2265
2266,Author_2266,Description_2266,Isbn_2266,Name_2266,47.0,Type_2266
2267,Author_2267,Description_2267,Isbn_2267,Name_2267,29.0,Type_2267
2268,Author_2268,Description_2268,Isbn_2268,Name_2268,77.0,Type_2268
2269,Author_2269,Description_2269,Isbn_2269,Name_2269,37.0,Type_2269
2270,Author_2270,Description_2270,Isbn_2270,Name_2270,24.0,Type_2270
2271,Author_2271,Description_2271,Isbn_2271,Name_2271,63.0,Type_2271
2272,Author_2272,Description_2272,Isbn_2272,Name_2272,89.0,Type_2272
2273,Author_2273,Description_2273,Isbn_2273,Name_2273,58.0,Type_2273
2274,Author_2274,Description_2274,Isbn_2274,Name_2274,59.0,Type_2274
2275,Author_2275,Description_2275,Isbn_2275,Name_2275,26.0,Type_2275
2276,Author_2276,Description_2276,Isbn_2276,Name_2276,71.0,Type_2276
2277,Author_2277,Description_2277,Isbn_2277,Name_2277,52.0,Type_2277
2278,Author_2278,Description_2278,Isbn_2278,Name_2278,42.0,Type_2278
2279,Author_2279,Description_2279,Isbn_2279,Name_2279,73.0,Type_2279
2280,Author_2280,Description_2280,Isbn_2280,Name_2280,47.0,Type_2280
2281,Author_2281,Description_2281,Isbn_2281,Name_2281,85.0,Type_2281
2282,Author_2282,Description_2282,Isbn_2282,Name_2282,11.0,Type_2282
2283,Author_2283,Description_2283,Isbn_2283,Name_2283,65.0,Type_2283
2284,Author_2284,Description_2284,Isbn_2284,Name_2284,84.0,Type_2284
2285,Author_2285,Description_2285,Isbn_2285,Name_2285,42.0,Type_2285
2286,Author_2286,Description_2286,Isbn_2286,Name_2286,89.0,Type_2286
2287,Author_2287,Description_2287,Isbn_2287,Name_2287,51.0,Type_2287
2288,Author_2288,Description_2288,Isbn_2288,Name_2288,24.0,Type_2288
2289,Author_2289,Description_2289,Isbn_2289,Name_2289,56.0,Type_2289
2290,Author_2290,Description_2290,Isbn_2290,Name_2290,74.0,Type_2290
2291,Author_2291,Description_2291,Isbn_2291,Name_2291,19.0,Type_2291
2292,Author_2292,Description_2292,Isbn_2292,Name_2292,20.0,Type_2292
2293,Author_2293,Description_2293,Isbn_2293,Name_2293,6.0,Type_2293
2294,Author_2294,Description_2294,Isbn_2294,Name_2294,25.0,Type_2294
2295,Author_2295,Description_2295,Isbn_2295,Name_2295,36.0,Type_2295
2296,Author_2296,Description_2296,Isbn_2296,Name_2296,18.0,Type_2296
2297,Author_2297,Description_2297,Isbn_2297,Name_2297,83.0,Type_2297
2298,Author_2298,Description_2298,Isbn_2298,Name_2298,84.0,Type_2298
2299,Author_2299,Description_2299,Isbn_2299,Name_2299,35.0,Type_2299
2300,Author_2300,Description_2300,Isbn_2300,Name_2300,13.0,Type_2300
2301,Author_2301,Description_2301,Isbn_2301,Name_2301,63.0,Type_2301
2302,Author_2302,Description_2302,Isbn_2302,Name_2302,49.0,Type_2302
2303,Author_2303,Description_2303,Isbn_2303,Name_2303,52.0,Type_2303
2304,Author_2304,Description_2304,Isbn_2304,Name_2304,53.0,Type_2304
2305,Author_2305,Description_2305,Isbn_2305,Name_2305,9.0,Type_2305
2306,Author_2306,Description_2306,Isbn_2306,Name_2306,78.0,Type_2306
2307,Author_2307,Description_2307,Isbn_2307,Name_2307,55.0,Type_2307
2308,Author_2308,Description_2308,Isbn_2308,Name_2308,38.0,Type_2308
2309,Author_2309,Description_2309,Isbn_2309,Name_2309,81.0,Type_2309
2310,Author_2310,Description_2310,Isbn_2310,Name_2310,29.0,Type_2310
2311,Author_2311,Description_2311,Isbn_2311,Name_2311,23.0,Type_2311
2312,Author_2312,Description_2312,Isbn_2312,Name_2312,52.0,Type_2312
2313,Author_2313,Description_2313,Isbn_2313,Name_2313,54.0,Type_2313
2314,Author_2314,Description_2314,Isbn_2314,Name_2314,3.0,Type_2314
2315,Author_2315,Description_2315,Isbn_2315,Name_2315,56.0,Type_2315
2316,Author_2316,Description_2316,Isbn_2316,Name_2316,0.0,Type_2316
2317,Author_2317,Description_2317,Isbn_2317,Name_2317,24.0,Type_2317
2318,Author_2318,Description_2318,Isbn_2318,Name_2318,23.0,Type_2318
2319,Author_2319,Description_2319,Isbn_2319,Name_2319,17.0,Type_2319
2320,Author_2320,Description_2320,Isbn_2320,Name_2320,82.0,Type_2320
